@relation camel

@attribute fqCaller string
@attribute fqCalls string

@data
'camelinaction.AggregateABCEagerTest.createRouteBuilder','org.apache.camel.builder.RouteBuilder.<init>'
'camelinaction.AggregateABCGroupTest.testABCGroup','org.apache.camel.component.mock.MockEndpoint.expectedMessageCount org.apache.camel.component.mock.MockEndpoint.message org.apache.camel.component.mock.MockEndpoint.message org.apache.camel.component.mock.MockEndpoint.getExchanges org.apache.camel.Exchange.getProperty org.apache.camel.Exchange.getIn org.apache.camel.Exchange.getIn org.apache.camel.Exchange.getIn'
'camelinaction.AggregateABCGroupTest.createRouteBuilder','org.apache.camel.builder.RouteBuilder.<init>'
'camelinaction.AggregateABCHawtDBTest.configure','org.apache.camel.component.hawtdb.HawtDBAggregationRepository.<init>'
'camelinaction.AggregateABCHawtDBTest.createRouteBuilder','org.apache.camel.builder.RouteBuilder.<init>'
'camelinaction.AggregateABCInvalidTest.testABCInvalid','org.apache.camel.component.mock.MockEndpoint.expectedBodiesReceived'
'camelinaction.AggregateABCInvalidTest.createRouteBuilder','org.apache.camel.builder.RouteBuilder.<init>'
'camelinaction.AggregateABCRecoverTest.testABCRecover','org.apache.camel.component.mock.MockEndpoint.expectedMessageCount org.apache.camel.component.mock.MockEndpoint.expectedBodiesReceived org.apache.camel.component.mock.MockEndpoint.message org.apache.camel.component.mock.MockEndpoint.message'
'camelinaction.AggregateABCRecoverTest.configure','org.apache.camel.component.hawtdb.HawtDBAggregationRepository.<init> org.apache.camel.component.hawtdb.HawtDBAggregationRepository.setUseRecovery org.apache.camel.component.hawtdb.HawtDBAggregationRepository.setMaximumRedeliveries org.apache.camel.component.hawtdb.HawtDBAggregationRepository.setDeadLetterUri org.apache.camel.component.hawtdb.HawtDBAggregationRepository.setRecoveryInterval'
'camelinaction.AggregateABCRecoverTest.createRouteBuilder','org.apache.camel.builder.RouteBuilder.<init>'
'camelinaction.AggregateABCTest.testABC','org.apache.camel.component.mock.MockEndpoint.expectedBodiesReceived'
